# This file contains the GENOTYPE regression coefficients associated with each gene ,,,,,,,,,,,,,
,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
6503,F42G9.9d.1,0.140568448,0.457025786,1.709010307,1.159690858,4.24666097,2.219926083,1.005230668,1.01209366,0.08523006,1.01209366,WBGene00004212,ptl-1
6504,C34C12.4.1,0.140592874,0.457034923,-0.195038623,0.132356385,7.139333144,0.026801889,0.00336435,0.022912969,0.011915504,0.022912969,WBGene00007923,C34C12.4
6505,F10E7.11,0.140622167,0.457059873,-0.198510641,0.134722492,6.307865901,0.057911992,0.006246071,0.010400444,0.020979153,0.020979153,WBGene00017352,F10E7.11
6506,F01F1.11,0.140651628,0.457085364,0.111282769,0.075529475,7.946766412,0.016095025,0.000356956,0.007130653,0.008200096,0.008200096,WBGene00017165,F01F1.11
6507,Y65B4BR.1,0.14067604,0.457094438,-1.027334023,0.697311636,2.939014526,0.709820295,0.065172905,0.664192372,0.222456594,0.664192372,WBGene00022040,Y65B4BR.1
6508,C28D4.9,0.140803922,0.457369383,0.183668672,0.124706808,6.27121293,0.033770945,0.00178676,0.015080558,0.021540921,0.021540921,WBGene00003728,nhr-138
6509,F53B1.4,0.140798819,0.457369383,0.707091369,0.480092624,2.726180407,0.209742918,0.082421961,0.070826304,0.26331143,0.26331143,WBGene00018737,F53B1.4
6510,F52A8.6a,0.140832191,0.457390938,0.196088738,0.133149221,6.626067638,0.017110523,0.009748378,-0.001194752,0.016844695,0.016844695,WBGene00009919,F52A8.6
6511,C43E11.12b.2,0.140873196,0.45744659,0.321954574,0.218637877,6.083550033,0.062371571,0.046952195,-0.00588055,0.024751587,0.024751587,WBGene00016609,C43E11.12
6512,Y39A1A.7,0.140892598,0.45744659,0.123974135,0.084194379,7.46097508,0.013041848,0.000597574,0.003621177,0.010035466,0.010035466,WBGene00012646,lron-10
6513,H20J04.9,0.14092268,0.457474009,-0.170045837,0.115491731,6.483377695,0.017436214,0.001428643,0.003381543,0.018578867,0.018578867,WBGene00044310,H20J04.9
6514,C34D10.1,0.140951944,0.457498764,-0.193085051,0.131149162,6.137402831,0.048611314,0.002027118,0.007488363,0.023773036,0.023773036,WBGene00016406,C34D10.1
6515,Y26E6A.3,0.141020564,0.457651232,0.254749546,0.173063414,5.417303094,0.037477435,0.004688478,0.005831294,0.040237939,0.040237939,WBGene00012514,Y26E6A.3
6516,F13G3.3a,0.141081996,0.457780332,2.152863471,1.462767992,1.083928272,3.507771678,1.027037818,2.18249748,0.992945609,2.18249748,WBGene00008763,F13G3.3
6517,C49C3.10b,0.141205204,0.458109811,-1.617506317,1.099358934,3.560661528,1.074010357,1.675189496,-1.004840366,0.137695604,0.137695604,WBGene00008200,C49C3.10
6518,ZK550.2,0.141351796,0.458515039,-0.479983109,0.326346921,5.498897103,0.941529829,0.005881686,0.153871784,0.038071703,0.153871784,WBGene00013996,ZK550.2
6519,F37C12.13b,0.141519537,0.458987425,-0.184728725,0.125652474,6.393676839,0.046811745,0.003935853,0.019563532,0.019746963,0.019746963,WBGene00018154,exos-9
6520,M03A1.3,0.14156255,0.458987425,0.372593447,0.253465437,4.315904677,0.077179958,0.015146047,0.044870325,0.081221044,0.081221044,WBGene00019746,M03A1.3
6521,Y71A12B.18,0.141546242,0.458987425,0.35958908,0.244608891,4.429161257,0.125446216,0.014679045,0.000443551,0.075071219,0.075071219,WBGene00045077,Y71A12B.18
6522,F13G3.1,0.141643282,0.459076605,0.666241066,0.453318024,2.91634878,0.439316322,0.081772323,0.009921331,0.226473523,0.226473523,WBGene00008762,ztf-2
6523,F47G4.3,0.14169862,0.459076605,0.646109112,0.439681102,5.030646685,0.496517462,0.007532978,0.282446229,0.051335403,0.282446229,WBGene00009824,gpdh-1
6524,F57G8.5,0.141619169,0.459076605,0.430418014,0.292843595,3.951880058,0.126717373,0.024207902,0.068567229,0.104428154,0.104428154,WBGene00010214,F57G8.5
6525,F58A6.1,0.141678191,0.459076605,-0.424828182,0.289083282,5.264408539,0.306939036,0.005098772,0.120254944,0.044429281,0.120254944,WBGene00019022,F58A6.1
6526,R13A5.1e.1,0.1416929,0.459076605,0.641839604,0.436769405,6.78515704,0.384311921,0.24577041,0.040380859,0.015075097,0.040380859,WBGene00000846,cup-5
6527,F55C12.1c,0.141742255,0.459147618,-2.903637848,1.976159343,2.291819957,5.58489792,3.190334675,2.667473948,0.372986841,2.667473948,WBGene00018869,F55C12.1
6528,C12D8.1d,0.14187049,0.459313857,-0.163544363,0.111340938,8.153354799,0.018909297,0.002440368,0.016154839,0.007703366,0.016154839,WBGene00007534,C12D8.1
6529,C16C10.8,0.141878191,0.459313857,-0.138168443,0.094066839,7.079194225,0.03401819,0.000903111,0.007720026,0.012369745,0.012369745,WBGene00007628,C16C10.8
6530,F02A9.4b,0.141869419,0.459313857,-0.117501855,0.079995001,7.676706905,0.031680761,0.000500843,0.003527738,0.009097958,0.009097958,WBGene00008514,F02A9.4
6531,F33H12.7,0.141880471,0.459313857,-1.10697544,0.753647318,4.334878263,2.026048154,0.039970135,0.812006286,0.080149938,0.812006286,WBGene00045457,F33H12.7
6532,Y87G2A.11,0.14195374,0.459480699,-0.140900421,0.095944991,7.022002286,0.014366233,0.000974407,0.003128773,0.012833755,0.012833755,WBGene00013599,Y87G2A.11
6533,F36H1.1a.2,0.142035443,0.459604433,0.206566355,0.140688504,5.924444823,0.06124043,0.001782858,0.017876953,0.027907025,0.027907025,WBGene00001426,fkb-1
6534,F36H1.1b.2,0.142035443,0.459604433,0.206566355,0.140688504,5.924444823,0.06124043,0.001782858,0.017876953,0.027907025,0.027907025,WBGene00001426,fkb-1
6535,T23G7.5b,0.142066136,0.459633408,0.249080722,0.16965731,6.443954944,0.053864578,0.018991359,0.024184045,0.019078622,0.024184045,WBGene00011967,pir-1
6536,H18N23.2b,0.142182926,0.45994088,-0.37352656,0.254496105,5.962422042,0.161149585,0.018904781,0.078247619,0.027118534,0.078247619,WBGene00019211,H18N23.2
6537,T25G12.7,0.142232546,0.460031012,-0.21413788,0.145917432,7.154002432,0.103799572,0.00077204,0.031165805,0.011809988,0.031165805,WBGene00000993,dhs-30
6538,F25H9.7b,0.142348971,0.46033715,-0.258718192,0.176346717,5.528296484,0.04904276,0.009343664,0.019702858,0.037303582,0.037303582,WBGene00009139,F25H9.7
6539,C14H10.3a,0.142615629,0.460706225,-0.260825139,0.177901645,6.233272304,0.072814964,0.015992057,0.031481435,0.022144892,0.031481435,WBGene00007593,C14H10.3
6540,C26F1.1a,0.142596208,0.460706225,-1.129509076,0.77036957,2.436689768,1.685821778,0.434381837,0.455822075,0.331880959,0.455822075,WBGene00016146,C26F1.1
6541,C52E2.1,0.142555597,0.460706225,0.723665772,0.493518294,2.700103259,0.33479446,0.096509209,0.100903379,0.268831251,0.268831251,WBGene00016880,fbxb-95
6542,H34C03.2a,0.142587569,0.460706225,-0.128449572,0.08760576,9.037252074,0.0219059,0.000214851,0.011297303,0.006949141,0.011297303,WBGene00019259,H34C03.2
6543,Y46D2A.2,0.142503619,0.460706225,-0.406229192,0.277000028,5.376619495,0.145822953,0.005525727,0.109567796,0.04133479,0.109567796,WBGene00021590,Y46D2A.2
6544,ZC101.1,0.142508019,0.460706225,0.813688631,0.554845052,2.573060847,0.931065209,0.128951307,0.332828242,0.297507941,0.332828242,WBGene00013851,ZC101.1
6545,ZK1010.8.1,0.142540159,0.460706225,-0.886968919,0.604862742,4.002758312,0.419226667,0.447960108,-0.172063652,0.100828297,0.100828297,WBGene00014181,ZK1010.8
6546,T07F12.4,0.142781966,0.461173099,-0.347514811,0.237129008,4.462060106,0.06440383,0.010931258,0.021233063,0.073413992,0.073413992,WBGene00020324,T07F12.4
6547,C06A8.8a,0.142888528,0.461446792,-0.903376798,0.616589482,2.270910779,0.490357704,0.190928235,0.18642559,0.37934565,0.37934565,WBGene00015517,C06A8.8
6548,T04H1.9,0.142941184,0.461532263,-0.500460147,0.341628343,6.008822393,1.511369296,0.004692159,0.170372728,0.026184959,0.170372728,WBGene00006539,tbb-6
6549,Y43D4A.10,0.142980482,0.461532263,1.107246901,0.755912562,1.669619606,1.069153191,0.238863324,0.261851125,0.618242379,0.618242379,WBGene00045321,Y43D4A.10
6550,Y49E10.3a,0.14296091,0.461532263,0.120096112,0.081985071,7.993396685,0.022036048,0.000824639,0.009257689,0.008074348,0.009257689,WBGene00004086,pph-4.2
6551,T09F3.2,0.143103876,0.461769776,-0.101340244,0.069205891,8.660146525,0.00545316,0.000159972,0.003653418,0.007024211,0.007024211,WBGene00011662,T09F3.2
6552,Y67H2A.6a,0.143141423,0.461769776,0.191837723,0.131019489,7.2638156,0.062377399,0.014209032,0.011540128,0.011086541,0.011540128,WBGene00000818,csn-6
6553,Y87G2A.19,0.14309899,0.461769776,1.036190603,0.707612444,2.784771794,0.798938131,0.115136184,0.635936872,0.251337067,0.635936872,WBGene00044260,Y87G2A.19
6554,ZC416.8a,0.143137534,0.461769776,0.567344283,0.387475593,3.251973337,0.272578004,0.051221495,0.098185117,0.173984508,0.173984508,WBGene00006756,unc-17
6555,F21H7.1,0.14328955,0.462044191,-0.743068059,0.507681454,4.490879642,0.398593844,0.012122843,0.374487845,0.072007764,0.374487845,WBGene00001770,gst-22
6556,F54E2.3e,0.143292048,0.462044191,1.907855987,1.303499908,4.055054103,2.876698555,0.740296743,1.808371272,0.097264254,1.808371272,WBGene00004130,ketn-1
6557,ZK287.5.2,0.143255079,0.462044191,0.205648635,0.140491846,6.327078214,0.055296648,0.008913746,0.011477305,0.020693192,0.020693192,WBGene00004320,rbx-1
6558,F29D11.1,0.143467848,0.462272014,0.301210454,0.205885719,7.414071692,0.11251643,0.000612654,0.06297074,0.010266873,0.06297074,WBGene00003071,lrp-1
6559,T08G5.5a,0.143462591,0.462272014,-1.434877219,0.98076559,6.14691672,1.610087198,1.394935679,0.047916035,0.023604934,0.047916035,WBGene00011625,vps-39
6560,T11B7.1,0.143451214,0.462272014,0.329866498,0.225463553,5.407153968,0.109075071,0.005011202,0.071239519,0.04051047,0.071239519,WBGene00011706,T11B7.1
6561,W09C5.7b,0.143421107,0.462272014,0.40087162,0.273974904,6.024300455,0.129096629,0.032593942,0.07999943,0.02588092,0.07999943,WBGene00012353,W09C5.7
6562,Y43F8C.12,0.143472022,0.462272014,0.154476556,0.105590121,8.883959066,0.0216253,0.00014058,0.016583331,0.006937401,0.016583331,WBGene00003413,mrp-7
6563,C54G4.4,0.143579037,0.462405421,0.813405787,0.55613989,2.553465016,0.542713115,0.161728776,0.10300907,0.302208589,0.302208589,WBGene00008314,C54G4.4
6564,M01D1.3,0.143566126,0.462405421,0.408752605,0.279462358,4.066091059,0.150132339,0.018212276,0.098936539,0.096528747,0.098936539,WBGene00019700,btb-11
6565,T25F10.6a.1,0.143563323,0.462405421,-0.319273795,0.218284562,6.962438792,0.969728767,0.028826403,0.042645822,0.013349699,0.042645822,WBGene00020808,T25F10.6
6566,B0432.13.1,0.143762585,0.462644192,0.130034228,0.088947446,7.573183962,0.02321107,0.00234513,0.006538884,0.009522342,0.009522342,WBGene00015194,B0432.13
6567,F59F5.5,0.143742684,0.462644192,1.029164387,0.703945399,1.870635562,0.51131015,0.218316379,0.081753949,0.524992309,0.524992309,WBGene00010344,F59F5.5
6568,Y111B2A.17,0.143747537,0.462644192,-0.118558178,0.081094425,7.608793985,0.017818996,0.00049331,0.009122774,0.009371149,0.009371149,WBGene00013738,elpc-2
6569,Y53F4B.25a,0.143709582,0.462644192,1.30215835,0.890598872,1.320500911,1.223865171,0.369155423,0.472353261,0.820594102,0.820594102,WBGene00013171,Y53F4B.25
6570,Y56A3A.32b,0.143709971,0.462644192,-0.157284609,0.107573423,7.078962372,0.058944355,0.004986499,0.003536417,0.012371563,0.012371563,WBGene00006937,wah-1
6571,C09F9.7b,0.143838196,0.462817073,1.719441777,1.176373473,3.187791726,1.96405406,1.16431572,0.911466102,0.182943264,0.911466102,WBGene00045322,C09F9.7
6572,F20G4.1,0.143887085,0.462833508,0.112618616,0.077058564,8.418914786,0.008402018,0.000228777,0.008678257,0.007260007,0.008678257,WBGene00008990,smgl-1
6573,Y45G5AL.1b,0.143886875,0.462833508,0.162760965,0.111368086,7.444524199,0.030265945,0.006243075,0.0123612,0.010115475,0.0123612,WBGene00021554,Y45G5AL.1
6574,C18A3.6b,0.143968497,0.462954514,2.020380682,1.382713295,3.517166864,2.731258757,1.166958222,1.700885863,0.142163126,1.700885863,WBGene00004267,rab-3
6575,Y51F10.3b,0.143956223,0.462954514,-0.216390563,0.148089393,6.755297843,0.07926402,0.007983486,0.024912216,0.015392245,0.024912216,WBGene00021764,Y51F10.3
6576,ZK1193.1,0.143994989,0.462969289,0.576899612,0.394846121,7.938586297,5.167319489,0.001712958,0.232142231,0.008223022,0.232142231,WBGene00000608,col-19
6577,W06H8.1f.1,0.144030609,0.463013404,-0.102906958,0.070438639,8.873450632,0.005928529,0.000503694,0.00223398,0.006938709,0.006938709,WBGene00004373,rme-1
6578,F54E4.4,0.144184882,0.46337868,1.123030115,0.768997056,1.56609048,0.792998416,0.214534252,0.602943432,0.672500455,0.672500455,WBGene00010060,F54E4.4
6579,K06A5.1.1,0.144188069,0.46337868,0.3364324,0.23037457,5.699023746,0.164222025,0.029183923,0.050424741,0.033013533,0.050424741,WBGene00019429,K06A5.1
6580,T26A5.9.1,0.144243318,0.463415358,-0.137058727,0.093864901,8.27458718,0.056874439,0.001504537,0.011711392,0.007475803,0.011711392,WBGene00001005,dlc-1
6581,Y58A7A.2,0.144225572,0.463415358,0.626632625,0.429131433,3.168572107,0.27017542,0.074195606,0.202035074,0.185718106,0.202035074,WBGene00021976,Y58A7A.2
6582,Y95B8A.11a,0.144272091,0.463437377,2.048115659,1.402756074,4.286044619,2.90611953,1.741915324,1.209671581,0.08293014,1.209671581,WBGene00022390,him-19
6583,C37A5.3.1,0.144378612,0.4637091,-0.544663569,0.373139554,4.766182186,0.23431977,0.009976134,0.198873556,0.060352398,0.198873556,WBGene00014698,C37A5.3
6584,C27H5.2d,0.144447046,0.463787986,1.661396144,1.138387717,4.241156087,2.816273604,0.102938825,1.840951067,0.085555829,1.840951067,WBGene00016172,C27H5.2
6585,Y111B2A.19,0.144433643,0.463787986,0.467601857,0.320389836,7.220256856,0.170262085,0.000789936,0.153184535,0.011359432,0.153184535,WBGene00013739,spin-4
6586,F18A1.5,0.144610242,0.464100539,0.102181617,0.07004325,9.45579176,0.003955467,7.81E-05,0.000923977,0.007281031,0.007281031,WBGene00017546,rpa-1
6587,F47D12.3,0.144581959,0.464100539,0.751490587,0.515093983,2.611636069,0.270827847,0.109505993,0.056626281,0.288476724,0.288476724,WBGene00018560,F47D12.3
6588,T23H2.3,0.144607385,0.464100539,-0.110578991,0.075798925,8.940787997,0.009240411,0.000123837,0.008494379,0.006935026,0.008494379,WBGene00020742,T23H2.3
6589,Y65B4A.6a,0.144742256,0.464453712,0.314564208,0.215697718,7.664757861,0.085842737,0.001464027,0.068324231,0.009144599,0.068324231,WBGene00022029,Y65B4A.6
6590,VC5.5,0.144806301,0.464518226,-0.315273369,0.216218454,4.744769542,0.046084605,0.008964399,0.016279064,0.06116123,0.06116123,WBGene00003725,nhr-135
6591,W02D9.10,0.144797382,0.464518226,-0.507706359,0.348183699,6.553415,0.335016972,0.001709103,0.180138729,0.017712627,0.180138729,WBGene00012216,W02D9.10
6592,Y54E10BL.6,0.144860945,0.464623023,-0.10967789,0.07522871,7.966192884,0.006114032,0.000342349,0.002858474,0.008146689,0.008146689,WBGene00003186,mek-2
6593,F31E8.2a,0.1450738,0.464882595,0.336264774,0.230768136,4.601095967,0.125086713,0.012894982,0.017180469,0.066985917,0.066985917,WBGene00004921,snt-1
6594,F37H8.7,0.145053828,0.464882595,0.8841717,0.606749611,2.272522364,0.380327235,0.173366063,-0.024166921,0.378851573,0.378851573,WBGene00194956,F37H8.7
6595,F53H10.2a,0.145003303,0.464882595,-0.235138205,0.161339804,6.139313012,0.101393721,0.0070393,0.032006499,0.02373917,0.032006499,WBGene00010012,saeg-1
6596,H28G03.2a,0.14505102,0.464882595,0.162222105,0.111321717,6.76616978,0.037411041,0.00331286,0.005458174,0.015275927,0.015275927,WBGene00019250,H28G03.2
6597,K01A2.5,0.14496809,0.464882595,-0.225863571,0.154962451,5.718168838,0.040942398,0.003466793,0.008517231,0.032553248,0.032553248,WBGene00019280,K01A2.5
6598,Y17G7A.1.1,0.145021713,0.464882595,0.103981885,0.071350315,9.636358486,0.073639283,6.77E-05,0.00375143,0.007568556,0.007568556,WBGene00001977,hmg-12
6599,F19H6.4,0.145219865,0.465100023,0.137145825,0.094153131,7.151382058,0.052541998,0.000776853,0.012520366,0.011828684,0.012520366,WBGene00008959,F19H6.4
6600,F44B9.8,0.145206963,0.465100023,-0.102825302,0.070589197,8.428534109,0.012979244,0.000226584,0.003689857,0.007247668,0.007247668,WBGene00018409,F44B9.8
6601,T27E9.4a.2,0.145229644,0.465100023,-0.235901399,0.161954586,7.108832182,0.040251319,0.02720239,0.008624401,0.012141542,0.012141542,WBGene00002185,kel-3
6602,Y53G8B.1,0.145180076,0.465100023,0.340314713,0.233609204,4.52946757,0.188245573,0.011672099,0.008465514,0.070187791,0.070187791,WBGene00021817,Y53G8B.1
6603,F55C9.14,0.145255114,0.465111141,0.814745773,0.559386967,2.407044111,0.227261386,0.129481663,0.048323887,0.339889006,0.339889006,WBGene00077663,F55C9.14
6604,W03G1.6f,0.14537013,0.465408944,-0.687957688,0.472472011,4.098061263,0.674031273,0.240415141,0.060187532,0.094429561,0.094429561,WBGene00021012,pig-1
6605,R06C7.3.2,0.145402982,0.46544364,1.934135702,1.328424105,4.274716143,2.772222079,1.694428184,0.952637718,0.083586263,0.952637718,WBGene00000963,dhp-1
6606,F55C5.9,0.145430225,0.465460376,0.85040188,0.584121794,2.346070888,0.309542049,0.154795417,-0.099647306,0.357001989,0.357001989,WBGene00005241,srh-16
6607,F19B2.12,0.145472941,0.465473666,-0.272650307,0.187297194,5.191713215,0.137180464,0.006120155,0.011364926,0.046500203,0.046500203,WBGene00194812,F19B2.12
6608,ZK84.2,0.145478408,0.465473666,-0.51855816,0.356228492,3.400440312,0.086649303,0.035217061,0.022965527,0.155131047,0.155131047,WBGene00022650,ZK84.2
6609,B0523.3,0.145548743,0.465568807,-0.125188616,0.086014542,7.383410893,0.016430823,0.000674087,0.00606249,0.010423666,0.010423666,WBGene00003993,pgl-2
6610,C18C4.10b.1,0.145552184,0.465568807,0.126068803,0.086620041,7.411141559,0.040669545,0.00097288,0.000787283,0.010281667,0.010281667,WBGene00002215,klc-2
6611,H27C11.1a,0.145577946,0.465580775,-0.244112509,0.167736885,6.790632789,0.063670745,0.0044041,0.037799394,0.015017732,0.037799394,WBGene00003687,nhr-97
6612,C25E10.10,0.145619157,0.46564214,-0.35472193,0.243764815,5.278901703,0.124698166,0.005187337,0.083944591,0.044023144,0.083944591,WBGene00016099,C25E10.10
6613,C34G6.1,0.145685178,0.465745005,0.132553492,0.091105656,8.412340009,0.01786663,0.00024333,0.012207031,0.007268584,0.012207031,WBGene00016418,hpo-27
6614,Y41D4A.4a,0.145695382,0.465745005,-0.146343926,0.10058654,7.881087461,0.017884637,0.006784932,0.006169005,0.008391546,0.008391546,WBGene00021506,Y41D4A.4
6615,R02F2.9,0.145778945,0.465941683,-0.136352662,0.093738687,7.081298357,0.009501909,0.000827146,0.002950777,0.012353266,0.012353266,WBGene00019838,R02F2.9
6616,C18E3.2.2,0.145857345,0.466121803,0.191557713,0.131716258,7.58083866,0.053762998,0.00724036,0.018783399,0.009489375,0.018783399,WBGene00015971,swsn-2.2
6617,F40C5.3,0.145909497,0.466217998,1.219805801,0.838854482,1.393829263,0.673036004,0.282188786,0.363785669,0.773326477,0.773326477,WBGene00001736,grl-27
6618,K08H10.1e,0.145933626,0.466224639,0.261618097,0.179924256,9.296623455,0.215296562,0.00072235,0.047836756,0.007101748,0.047836756,WBGene00002263,lea-1
6619,F13H8.10a,0.145966984,0.466260756,-0.257415303,0.177048492,6.024070581,0.049714621,0.004676478,0.042342775,0.025885408,0.042342775,WBGene00000259,bpl-1
6620,M04F3.1.2,0.146038557,0.466418914,-0.520124086,0.357801315,5.07929443,0.24358954,0.142198921,-0.095704648,0.049833751,0.049833751,WBGene00019767,rpa-2
6621,E04A4.4a,0.146183208,0.466810387,-0.243565848,0.167612779,7.373167889,0.12495454,0.023436316,0.018704749,0.01047703,0.018704749,WBGene00001983,hoe-1
6622,ZK563.5,0.146274974,0.467032885,0.190847205,0.131363685,6.149855671,0.034485417,0.002331332,0.018750073,0.023553295,0.023553295,WBGene00022769,ZK563.5
6623,C31C9.2,0.146354711,0.467055941,-0.17548585,0.120814049,7.535894395,0.021708607,0.000552294,0.021341758,0.009686626,0.021341758,WBGene00007836,C31C9.2
6624,K08F8.4a,0.146350497,0.467055941,0.373145743,0.25689124,5.657859911,0.140768088,0.032037419,0.066952245,0.034018364,0.066952245,WBGene00000240,pah-1
6625,T01B10.2,0.146373336,0.467055941,0.682768752,0.470077016,3.880071952,0.639373594,0.026060197,0.305398404,0.109750784,0.305398404,WBGene00001703,grd-14
6626,T20B3.14,0.146390564,0.467055941,0.553931041,0.381390281,3.248745276,0.279271441,0.043763768,0.144315446,0.174424052,0.174424052,WBGene00011854,T20B3.14
6627,Y106G6G.4,0.146414737,0.467055941,-1.457192338,1.003360055,1.977576852,1.517944357,0.221909674,1.288187427,0.481261902,1.288187427,WBGene00013713,Y106G6G.4
6628,Y54E5A.7c,0.146407087,0.467055941,2.162104585,1.488704138,3.132974281,3.552273708,2.315748539,1.008611475,0.190973576,1.008611475,WBGene00013202,Y54E5A.7
